0,1,2,url
Analytics,"다양한 종류, 양, 개발속도의 데이터를 수집, 저장, 처리, 분석 및 시각화.",AKS(Azure Kubernetes Service)의 Azure HDInsight,https://azure.microsoft.com/ko-kr/pricing/details/hdinsightonaks/
컴퓨팅,클라우드 컴퓨팅 용량 및 요청 시 확장에 액세스하고 사용한 리소스에 대한 비용만 지급.,App Service,https://azure.microsoft.com/ko-kr/pricing/details/app-service/linux/
컴퓨팅,클라우드 컴퓨팅 용량 및 요청 시 확장에 액세스하고 사용한 리소스에 대한 비용만 지급.,Azure 컴퓨팅 집합,https://azure.microsoft.com/ko-kr/pricing/details/virtual-machines/windows/
컴퓨팅,클라우드 컴퓨팅 용량 및 요청 시 확장에 액세스하고 사용한 리소스에 대한 비용만 지급.,Azure Quantum,https://azure.microsoft.com/ko-kr/pricing/details/azure-quantum/
컴퓨팅,클라우드 컴퓨팅 용량 및 요청 시 확장에 액세스하고 사용한 리소스에 대한 비용만 지급.,Azure Spot Virtual Machines,https://azure.microsoft.com/ko-kr/pricing/spot-advisor/
컴퓨팅,클라우드 컴퓨팅 용량 및 요청 시 확장에 액세스하고 사용한 리소스에 대한 비용만 지급.,Azure Spring Apps,https://azure.microsoft.com/ko-kr/pricing/details/spring-apps/
컴퓨팅,클라우드 컴퓨팅 용량 및 요청 시 확장에 액세스하고 사용한 리소스에 대한 비용만 지급.,Azure VMware Solution,https://azure.microsoft.com/ko-kr/pricing/details/azure-vmware/
컴퓨팅,클라우드 컴퓨팅 용량 및 요청 시 확장에 액세스하고 사용한 리소스에 대한 비용만 지급.,Batch,https://azure.microsoft.com/ko-kr/pricing/details/batch/
컴퓨팅,클라우드 컴퓨팅 용량 및 요청 시 확장에 액세스하고 사용한 리소스에 대한 비용만 지급.,Cloud Services,https://azure.microsoft.com/ko-kr/pricing/details/cloud-services/
컴퓨팅,클라우드 컴퓨팅 용량 및 요청 시 확장에 액세스하고 사용한 리소스에 대한 비용만 지급.,Linux Virtual Machines,https://azure.microsoft.com/ko-kr/pricing/details/virtual-machines/linux/
컴퓨팅,클라우드 컴퓨팅 용량 및 요청 시 확장에 액세스하고 사용한 리소스에 대한 비용만 지급.,Azure Virtual Machines의 SQL Server,https://azure.microsoft.com/ko-kr/pricing/hybrid-benefit/
컴퓨팅,클라우드 컴퓨팅 용량 및 요청 시 확장에 액세스하고 사용한 리소스에 대한 비용만 지급.,Static Web Apps,https://azure.microsoft.com/ko-kr/pricing/details/app-service/static/
컴퓨팅,클라우드 컴퓨팅 용량 및 요청 시 확장에 액세스하고 사용한 리소스에 대한 비용만 지급.,Virtual Machine Scale Sets,https://azure.microsoft.com/ko-kr/pricing/details/virtual-machine-scale-sets/linux/
컴퓨팅,클라우드 컴퓨팅 용량 및 요청 시 확장에 액세스하고 사용한 리소스에 대한 비용만 지급.,Virtual Machines,https://azure.microsoft.com/ko-kr/pricing/details/virtual-machines/windows/
컴퓨팅,클라우드 컴퓨팅 용량 및 요청 시 확장에 액세스하고 사용한 리소스에 대한 비용만 지급.,Azure Virtual Desktop,https://azure.microsoft.com/ko-kr/pricing/details/virtual-desktop/
컴퓨팅,클라우드 컴퓨팅 용량 및 요청 시 확장에 액세스하고 사용한 리소스에 대한 비용만 지급.,Windows Server,https://azure.microsoft.com/ko-kr/pricing/details/virtual-machines/windows/
컴퓨팅,클라우드 컴퓨팅 용량 및 요청 시 확장에 액세스하고 사용한 리소스에 대한 비용만 지급.,Azure Dedicated Host,https://azure.microsoft.com/ko-kr/pricing/details/virtual-machines/dedicated-host/
컴퓨팅,클라우드 컴퓨팅 용량 및 요청 시 확장에 액세스하고 사용한 리소스에 대한 비용만 지급.,Azure VM Image Builder,https://azure.microsoft.com/ko-kr/pricing/details/image-builder/
컴퓨팅,클라우드 컴퓨팅 용량 및 요청 시 확장에 액세스하고 사용한 리소스에 대한 비용만 지급.,AKS(Azure Kubernetes Service),https://azure.microsoft.com/ko-kr/pricing/details/kubernetes-service/
컴퓨팅,클라우드 컴퓨팅 용량 및 요청 시 확장에 액세스하고 사용한 리소스에 대한 비용만 지급.,Azure Functions,https://azure.microsoft.com/ko-kr/pricing/details/functions/
컴퓨팅,클라우드 컴퓨팅 용량 및 요청 시 확장에 액세스하고 사용한 리소스에 대한 비용만 지급.,Azure Container Instances,https://azure.microsoft.com/ko-kr/pricing/details/container-instances/
컴퓨팅,클라우드 컴퓨팅 용량 및 요청 시 확장에 액세스하고 사용한 리소스에 대한 비용만 지급.,Azure Service Fabric,https://azure.microsoft.com/ko-kr/pricing/details/service-fabric/
컴퓨팅,클라우드 컴퓨팅 용량 및 요청 시 확장에 액세스하고 사용한 리소스에 대한 비용만 지급.,Azure Container Apps,https://azure.microsoft.com/ko-kr/pricing/details/container-apps/
컨테이너,통합 도구를 사용하여 컨테이너화된 애플리케이션을 더 빠르게 개발 및 관리,App Configuration,https://azure.microsoft.com/ko-kr/pricing/details/app-configuration/
컨테이너,통합 도구를 사용하여 컨테이너화된 애플리케이션을 더 빠르게 개발 및 관리,AKS(Azure Kubernetes Service),https://azure.microsoft.com/ko-kr/pricing/details/kubernetes-service/
컨테이너,통합 도구를 사용하여 컨테이너화된 애플리케이션을 더 빠르게 개발 및 관리,Azure Kubernetes Fleet Manager,https://azure.microsoft.com/ko-kr/pricing/details/kubernetes-service/
컨테이너,통합 도구를 사용하여 컨테이너화된 애플리케이션을 더 빠르게 개발 및 관리,Azure Red Hat OpenShift,https://azure.microsoft.com/ko-kr/pricing/details/openshift/
컨테이너,통합 도구를 사용하여 컨테이너화된 애플리케이션을 더 빠르게 개발 및 관리,Azure Container Apps,https://azure.microsoft.com/ko-kr/pricing/details/container-apps/
컨테이너,통합 도구를 사용하여 컨테이너화된 애플리케이션을 더 빠르게 개발 및 관리,Azure Functions,https://azure.microsoft.com/ko-kr/pricing/details/functions/
컨테이너,통합 도구를 사용하여 컨테이너화된 애플리케이션을 더 빠르게 개발 및 관리,Web App for Containers,https://azure.microsoft.com/ko-kr/pricing/details/container-apps/
컨테이너,통합 도구를 사용하여 컨테이너화된 애플리케이션을 더 빠르게 개발 및 관리,Azure Container Instances,https://azure.microsoft.com/ko-kr/pricing/details/container-instances/
컨테이너,통합 도구를 사용하여 컨테이너화된 애플리케이션을 더 빠르게 개발 및 관리,Azure Service Fabric,https://azure.microsoft.com/ko-kr/pricing/details/service-fabric/
컨테이너,통합 도구를 사용하여 컨테이너화된 애플리케이션을 더 빠르게 개발 및 관리,Azure Container Registry,https://azure.microsoft.com/ko-kr/pricing/details/container-registry/
컨테이너,통합 도구를 사용하여 컨테이너화된 애플리케이션을 더 빠르게 개발 및 관리,Azure Container Storage,https://azure.microsoft.com/ko-kr/pricing/details/container-storage/
데이터베이스,완전히 관리되는 안전한 엔터프라이즈급 데이터베이스 서비스를 통한 빠른 성장과 혁신,Azure Managed Redis,https://azure.microsoft.com/ko-kr/pricing/details/managed-redis
데이터베이스,완전히 관리되는 안전한 엔터프라이즈급 데이터베이스 서비스를 통한 빠른 성장과 혁신,Azure Cache for Redis,https://azure.microsoft.com/ko-kr/pricing/details/cache/
데이터베이스,완전히 관리되는 안전한 엔터프라이즈급 데이터베이스 서비스를 통한 빠른 성장과 혁신,Azure Data Factory,https://azure.microsoft.com/ko-kr/pricing/details/data-factory/data-pipeline/
데이터베이스,완전히 관리되는 안전한 엔터프라이즈급 데이터베이스 서비스를 통한 빠른 성장과 혁신,Azure Database for MariaDB,https://azure.microsoft.com/ko-kr/pricing/details/mariadb/
데이터베이스,완전히 관리되는 안전한 엔터프라이즈급 데이터베이스 서비스를 통한 빠른 성장과 혁신,Azure Database for MySQL,https://azure.microsoft.com/ko-kr/pricing/details/mysql/
데이터베이스,완전히 관리되는 안전한 엔터프라이즈급 데이터베이스 서비스를 통한 빠른 성장과 혁신,Azure Database for PostgreSQL,https://azure.microsoft.com/ko-kr/pricing/details/postgresql/flexible-server/
데이터베이스,완전히 관리되는 안전한 엔터프라이즈급 데이터베이스 서비스를 통한 빠른 성장과 혁신,Azure Database Migration Service,https://azure.microsoft.com/ko-kr/pricing/details/database-migration/
데이터베이스,완전히 관리되는 안전한 엔터프라이즈급 데이터베이스 서비스를 통한 빠른 성장과 혁신,Azure SQL,https://azure.microsoft.com/ko-kr/pricing/details/virtual-machines/sql-server-enterprise/
데이터베이스,완전히 관리되는 안전한 엔터프라이즈급 데이터베이스 서비스를 통한 빠른 성장과 혁신,Azure SQL Database,https://azure.microsoft.com/ko-kr/pricing/details/azure-sql-database/single/
데이터베이스,완전히 관리되는 안전한 엔터프라이즈급 데이터베이스 서비스를 통한 빠른 성장과 혁신,Azure SQL Edge,https://azure.microsoft.com/ko-kr/pricing/details/azure-sql-edge/
데이터베이스,완전히 관리되는 안전한 엔터프라이즈급 데이터베이스 서비스를 통한 빠른 성장과 혁신,Azure SQL Managed Instance,https://azure.microsoft.com/ko-kr/pricing/details/azure-sql-managed-instance/single/
데이터베이스,완전히 관리되는 안전한 엔터프라이즈급 데이터베이스 서비스를 통한 빠른 성장과 혁신,Azure Virtual Machines의 SQL Server,https://azure.microsoft.com/ko-kr/pricing/hybrid-benefit/
데이터베이스,완전히 관리되는 안전한 엔터프라이즈급 데이터베이스 서비스를 통한 빠른 성장과 혁신,Table Storage,https://azure.microsoft.com/ko-kr/pricing/details/storage/tables/
데이터베이스,완전히 관리되는 안전한 엔터프라이즈급 데이터베이스 서비스를 통한 빠른 성장과 혁신,Azure Managed Instance for Apache Cassandra,https://azure.microsoft.com/ko-kr/pricing/details/managed-instance-apache-cassandra/
데이터베이스,완전히 관리되는 안전한 엔터프라이즈급 데이터베이스 서비스를 통한 빠른 성장과 혁신,Azure Confidential Ledger,https://azure.microsoft.com/ko-kr/pricing/details/confidential-ledger/
데이터베이스,완전히 관리되는 안전한 엔터프라이즈급 데이터베이스 서비스를 통한 빠른 성장과 혁신,Azure Cosmos DB,https://azure.microsoft.com/ko-kr/pricing/details/cosmos-db/autoscale-provisioned/
개발자 도구,"플랫폼 또는 언어를 사용하여 클라우드 애플리케이션 빌드, 관리 및 지속적으로 제공",App Configuration,https://azure.microsoft.com/ko-kr/pricing/details/app-configuration/
개발자 도구,"플랫폼 또는 언어를 사용하여 클라우드 애플리케이션 빌드, 관리 및 지속적으로 제공",Azure DevOps,https://azure.microsoft.com/ko-kr/pricing/details/devops/azure-devops-services/
개발자 도구,"플랫폼 또는 언어를 사용하여 클라우드 애플리케이션 빌드, 관리 및 지속적으로 제공",Azure DevTest Labs,https://azure.microsoft.com/ko-kr/pricing/details/devtest-lab/
개발자 도구,"플랫폼 또는 언어를 사용하여 클라우드 애플리케이션 빌드, 관리 및 지속적으로 제공",Azure Pipelines,https://azure.microsoft.com/ko-kr/pricing/details/devops/azure-devops-services/
개발자 도구,"플랫폼 또는 언어를 사용하여 클라우드 애플리케이션 빌드, 관리 및 지속적으로 제공",SDK,종량제
개발자 도구,"플랫폼 또는 언어를 사용하여 클라우드 애플리케이션 빌드, 관리 및 지속적으로 제공",Visual Studio,종량제
개발자 도구,"플랫폼 또는 언어를 사용하여 클라우드 애플리케이션 빌드, 관리 및 지속적으로 제공",Visual Studio Code,종량제
개발자 도구,"플랫폼 또는 언어를 사용하여 클라우드 애플리케이션 빌드, 관리 및 지속적으로 제공",Azure Load Testing,https://azure.microsoft.com/ko-kr/pricing/details/load-testing/
개발자 도구,"플랫폼 또는 언어를 사용하여 클라우드 애플리케이션 빌드, 관리 및 지속적으로 제공",Microsoft Dev Box,https://azure.microsoft.com/ko-kr/pricing/details/dev-box/
개발자 도구,"플랫폼 또는 언어를 사용하여 클라우드 애플리케이션 빌드, 관리 및 지속적으로 제공",Azure Deployment Environments,https://azure.microsoft.com/ko-kr/pricing/details/deployment-environments/
개발자 도구,"플랫폼 또는 언어를 사용하여 클라우드 애플리케이션 빌드, 관리 및 지속적으로 제공",Microsoft Playwright Testing,https://azure.microsoft.com/ko-kr/pricing/details/playwright-testing/
개발자 도구,"플랫폼 또는 언어를 사용하여 클라우드 애플리케이션 빌드, 관리 및 지속적으로 제공",Azure 관리형 기밀 컨소시엄 프레임워크 {CCF},https://azure.microsoft.com/ko-kr/pricing/details/managed-ccf/
개발자 도구,"플랫폼 또는 언어를 사용하여 클라우드 애플리케이션 빌드, 관리 및 지속적으로 제공",신뢰할 수 있는 서명,https://azure.microsoft.com/ko-kr/pricing/details/trusted-signing/
DevOps,지속적인 업데이트를 위한 간단하고 안정적인 도구를 사용하여 더 빠르게 혁신 제공,Azure Artifacts,https://azure.microsoft.com/ko-kr/pricing/details/devops/azure-devops-services/
DevOps,지속적인 업데이트를 위한 간단하고 안정적인 도구를 사용하여 더 빠르게 혁신 제공,Azure Boards,https://azure.microsoft.com/ko-kr/pricing/details/devops/azure-devops-services/
DevOps,지속적인 업데이트를 위한 간단하고 안정적인 도구를 사용하여 더 빠르게 혁신 제공,Azure DevOps,https://azure.microsoft.com/ko-kr/pricing/details/devops/azure-devops-services/
DevOps,지속적인 업데이트를 위한 간단하고 안정적인 도구를 사용하여 더 빠르게 혁신 제공,Azure DevTest Labs,https://azure.microsoft.com/ko-kr/pricing/details/devtest-lab/
DevOps,지속적인 업데이트를 위한 간단하고 안정적인 도구를 사용하여 더 빠르게 혁신 제공,Azure Monitor,https://azure.microsoft.com/ko-kr/pricing/details/monitor/
DevOps,지속적인 업데이트를 위한 간단하고 안정적인 도구를 사용하여 더 빠르게 혁신 제공,Azure Pipelines,https://azure.microsoft.com/ko-kr/pricing/details/devops/azure-devops-services/
DevOps,지속적인 업데이트를 위한 간단하고 안정적인 도구를 사용하여 더 빠르게 혁신 제공,Azure Repos,https://azure.microsoft.com/ko-kr/pricing/details/devops/azure-devops-services/
DevOps,지속적인 업데이트를 위한 간단하고 안정적인 도구를 사용하여 더 빠르게 혁신 제공,Azure Test Plans,https://azure.microsoft.com/ko-kr/pricing/details/devops/azure-devops-services/
DevOps,지속적인 업데이트를 위한 간단하고 안정적인 도구를 사용하여 더 빠르게 혁신 제공,DevOps Tool Integrations,https://azure.microsoft.com/ko-kr/pricing/details/devops/azure-devops-services/
DevOps,지속적인 업데이트를 위한 간단하고 안정적인 도구를 사용하여 더 빠르게 혁신 제공,Azure Load Testing,https://azure.microsoft.com/ko-kr/pricing/details/load-testing/
DevOps,지속적인 업데이트를 위한 간단하고 안정적인 도구를 사용하여 더 빠르게 혁신 제공,Azure Managed Grafana,https://azure.microsoft.com/ko-kr/pricing/details/managed-grafana/
DevOps,지속적인 업데이트를 위한 간단하고 안정적인 도구를 사용하여 더 빠르게 혁신 제공,Microsoft Dev Box,https://azure.microsoft.com/ko-kr/pricing/details/dev-box/
DevOps,지속적인 업데이트를 위한 간단하고 안정적인 도구를 사용하여 더 빠르게 혁신 제공,Azure Deployment Environments,https://azure.microsoft.com/ko-kr/pricing/details/deployment-environments/
DevOps,지속적인 업데이트를 위한 간단하고 안정적인 도구를 사용하여 더 빠르게 혁신 제공,Azure DevOps용 GitHub Advanced Security,https://azure.microsoft.com/ko-kr/pricing/details/devops/azure-devops-services/
DevOps,지속적인 업데이트를 위한 간단하고 안정적인 도구를 사용하여 더 빠르게 혁신 제공,Microsoft Playwright Testing,https://azure.microsoft.com/ko-kr/pricing/details/playwright-testing/
DevOps,지속적인 업데이트를 위한 간단하고 안정적인 도구를 사용하여 더 빠르게 혁신 제공,GitHub Enterprise,https://azure.microsoft.com/ko-kr/pricing/details/githubenterprise/
DevOps,지속적인 업데이트를 위한 간단하고 안정적인 도구를 사용하여 더 빠르게 혁신 제공,GitHub Advanced Security,종량제
DevOps,지속적인 업데이트를 위한 간단하고 안정적인 도구를 사용하여 더 빠르게 혁신 제공,GitHub Copilot,종량제
하이브리드 + 다중 클라우드,클라우드 컴퓨팅의 민첩성과 혁신을 온-프레미스 워크로드에 적용해 모든 환경에 Azure 혁신 구현.,Azure Arc,https://azure.microsoft.com/ko-kr/pricing/details/azure-arc/core-control-plane/
하이브리드 + 다중 클라우드,클라우드 컴퓨팅의 민첩성과 혁신을 온-프레미스 워크로드에 적용해 모든 환경에 Azure 혁신 구현.,Azure Database for PostgreSQL,https://azure.microsoft.com/ko-kr/pricing/details/postgresql/flexible-server/
하이브리드 + 다중 클라우드,클라우드 컴퓨팅의 민첩성과 혁신을 온-프레미스 워크로드에 적용해 모든 환경에 Azure 혁신 구현.,Azure DevOps,https://azure.microsoft.com/ko-kr/pricing/details/devops/azure-devops-services/
하이브리드 + 다중 클라우드,클라우드 컴퓨팅의 민첩성과 혁신을 온-프레미스 워크로드에 적용해 모든 환경에 Azure 혁신 구현.,Azure ExpressRoute,https://azure.microsoft.com/ko-kr/pricing/details/expressroute/
하이브리드 + 다중 클라우드,클라우드 컴퓨팅의 민첩성과 혁신을 온-프레미스 워크로드에 적용해 모든 환경에 Azure 혁신 구현.,Azure IoT Edge,https://azure.microsoft.com/ko-kr/pricing/details/iot-edge/
하이브리드 + 다중 클라우드,클라우드 컴퓨팅의 민첩성과 혁신을 온-프레미스 워크로드에 적용해 모든 환경에 Azure 혁신 구현.,Microsoft Sentinel,https://azure.microsoft.com/ko-kr/pricing/details/microsoft-sentinel/
하이브리드 + 다중 클라우드,클라우드 컴퓨팅의 민첩성과 혁신을 온-프레미스 워크로드에 적용해 모든 환경에 Azure 혁신 구현.,Azure SQL Database,https://azure.microsoft.com/ko-kr/pricing/details/azure-sql-database/single/
하이브리드 + 다중 클라우드,클라우드 컴퓨팅의 민첩성과 혁신을 온-프레미스 워크로드에 적용해 모든 환경에 Azure 혁신 구현.,Azure SQL Edge,https://azure.microsoft.com/ko-kr/pricing/details/azure-sql-edge/
하이브리드 + 다중 클라우드,클라우드 컴퓨팅의 민첩성과 혁신을 온-프레미스 워크로드에 적용해 모든 환경에 Azure 혁신 구현.,클라우드용 Microsoft Defender,https://azure.microsoft.com/ko-kr/pricing/details/defender-for-cloud/
하이브리드 + 다중 클라우드,클라우드 컴퓨팅의 민첩성과 혁신을 온-프레미스 워크로드에 적용해 모든 환경에 Azure 혁신 구현.,Azure Local,https://azure.microsoft.com/ko-kr/pricing/details/azure-local
하이브리드 + 다중 클라우드,클라우드 컴퓨팅의 민첩성과 혁신을 온-프레미스 워크로드에 적용해 모든 환경에 Azure 혁신 구현.,Azure Stack Hub,https://azure.microsoft.com/ko-kr/pricing/details/azure-stack/hub/
하이브리드 + 다중 클라우드,클라우드 컴퓨팅의 민첩성과 혁신을 온-프레미스 워크로드에 적용해 모든 환경에 Azure 혁신 구현.,Azure Stack Edge,https://azure.microsoft.com/ko-kr/pricing/details/azure-stack/edge/
하이브리드 + 다중 클라우드,클라우드 컴퓨팅의 민첩성과 혁신을 온-프레미스 워크로드에 적용해 모든 환경에 Azure 혁신 구현.,Azure 프로그래밍 가능한 연결성,종량제
하이브리드 + 다중 클라우드,클라우드 컴퓨팅의 민첩성과 혁신을 온-프레미스 워크로드에 적용해 모든 환경에 Azure 혁신 구현.,Azure Kubernetes Service Edge Essentials,https://azure.microsoft.com/ko-kr/pricing/details/kubernetes-service/
하이브리드 + 다중 클라우드,클라우드 컴퓨팅의 민첩성과 혁신을 온-프레미스 워크로드에 적용해 모든 환경에 Azure 혁신 구현.,Azure Operator Nexus,종량제
하이브리드 + 다중 클라우드,클라우드 컴퓨팅의 민첩성과 혁신을 온-프레미스 워크로드에 적용해 모든 환경에 Azure 혁신 구현.,Azure Operator Service Manager,종량제
ID,"사용자 ID 및 액세스를 관리하여 디바이스, 데이터, 앱 및 인프라에서 고급 위협으로부터 보호.",Microsoft Entra ID(이전의 Azure AD),종량제
